,Player,Pos,Team,Opp,DK Proj,FD Proj,FFPC Proj,Standard Proj,Half PPR Proj,Full PPR Proj,DK Ceiling,FD Ceiling,Slate
0,Jonathan Taylor,RB,IND,TEN,25.9,24.2,24.4,21.3,22.8,24.2,41.8,39.9,Main
1,Bijan Robinson,RB,ATL,MIA,25.8,23.1,24.5,19.3,21.9,24.4,41.7,38.4,Main
2,Patrick Mahomes,QB,KC,WAS,24.6,24.4,25.6,22.7,22.7,22.7,35.9,35.8,Monday
3,Christian McCaffrey,RB,SF,@HOU,23.2,20.4,22.3,16.8,19.5,22.2,37.5,33.9,Main
4,Josh Allen,QB,BUF,@CAR,22.5,22.3,23.6,21.1,21.1,21.1,33.8,33.7,Main
5,Ja'Marr Chase,WR,CIN,NYJ,22.5,18.5,21.3,13.4,17.4,21.3,37.8,32.3,Main
6,Bo Nix,QB,DEN,DAL,22.2,22.0,23.2,20.6,20.6,20.6,33.5,33.5,Main
7,Jalen Hurts,QB,PHI,NYG,20.9,20.6,22.0,19.6,19.6,19.6,31.7,31.6,Main
8,Saquon Barkley,RB,PHI,NYG,20.6,19.0,19.4,16.3,17.8,19.3,35.1,33.1,Main
9,Baker Mayfield,QB,TB,@NO,20.5,20.3,21.5,18.7,18.7,18.7,31.5,31.4,Main
10,Justin Herbert,QB,LAC,MIN,20.4,20.2,21.4,18.6,18.6,18.6,31.6,31.5,Thursday
11,De'Von Achane,RB,MIA,@ATL,19.8,17.3,19.2,14.3,16.6,19.0,32.6,29.4,Main
12,Daniel Jones,QB,IND,TEN,19.7,19.6,20.9,18.3,18.3,18.3,31.4,31.4,Main
13,CeeDee Lamb,WR,DAL,@DEN,19.6,16.1,18.6,11.7,15.1,18.6,34.1,29.2,Main
14,Drake Maye,QB,NE,CLE,19.6,19.3,20.8,18.3,18.3,18.3,30.1,30.0,Main
15,Dak Prescott,QB,DAL,@DEN,19.1,18.9,20.1,17.3,17.3,17.3,29.5,29.5,Main
16,Josh Jacobs,RB,GB,@PIT,18.7,17.1,18.0,14.9,16.4,17.8,32.0,30.0,Sunday
17,Jordan Love,QB,GB,@PIT,18.4,18.3,19.5,16.8,16.8,16.8,28.9,28.8,Sunday
18,Rashee Rice,WR,KC,WAS,18.4,14.9,17.6,10.8,14.2,17.6,32.6,27.8,Monday
19,Rachaad White,RB,TB,@NO,18.4,16.5,17.9,14.1,15.9,17.7,32.0,29.6,Main
20,James Cook,RB,BUF,@CAR,18.3,17.2,17.4,15.2,16.3,17.3,32.3,30.8,Main
21,Joe Flacco,QB,CIN,NYJ,17.8,17.6,18.7,16.1,16.1,16.1,27.9,27.8,Main
22,Jaxson Dart,QB,NYG,@PHI,17.7,17.4,18.6,16.2,16.2,16.2,27.9,27.8,Main
23,DeVonta Smith,WR,PHI,NYG,17.7,14.5,16.8,10.5,13.6,16.8,31.6,27.0,Main
24,Emeka Egbuka,WR,TB,@NO,17.7,15.0,16.9,11.5,14.2,16.8,32.3,28.3,Main
25,Javonte Williams,RB,DAL,@DEN,17.6,15.9,17.0,13.7,15.3,16.9,30.5,28.4,Main
26,Justin Jefferson,WR,MIN,@LAC,17.6,14.6,16.7,10.8,13.7,16.7,31.5,27.1,Thursday
27,Justin Fields,QB,NYJ,@CIN,17.6,17.2,18.4,16.4,16.4,16.4,28.1,28.0,Main
28,CJ Stroud,QB,HOU,SF,17.0,16.7,18.1,15.6,15.6,15.6,26.5,26.4,Main
29,Derrick Henry,RB,BAL,CHI,16.8,16.2,15.7,14.5,15.0,15.5,30.0,29.2,Main
30,Caleb Williams,QB,CHI,@BAL,16.7,16.4,17.8,15.4,15.4,15.4,26.4,26.3,Main
31,Carson Wentz,QB,MIN,@LAC,16.7,16.4,17.8,15.1,15.1,15.1,26.3,26.2,Thursday
32,Spencer Rattler,QB,NO,TB,16.7,16.5,17.7,15.2,15.2,15.2,26.9,26.8,Main
33,Tyler Huntley,QB,BAL,CHI,16.5,16.3,17.6,15.6,15.6,15.6,26.5,26.4,Main
34,Breece Hall,RB,NYJ,@CIN,16.5,14.9,15.8,12.8,14.2,15.7,28.9,26.9,Main
35,Jaylen Warren,RB,PIT,GB,16.5,14.9,16.0,12.8,14.4,15.9,28.8,26.6,Sunday
36,Marcus Mariota,QB,WAS,@KC,16.2,15.9,17.2,14.9,14.9,14.9,25.5,25.4,Monday
37,Chris Olave,WR,NO,TB,15.7,12.6,15.2,9.0,12.1,15.1,28.1,23.7,Main
38,Kirk Cousins,QB,ATL,MIA,15.3,15.1,16.4,13.9,13.9,13.9,25.2,25.1,Main
39,Aaron Rodgers,QB,PIT,GB,15.3,15.1,16.4,14.0,14.0,14.0,24.5,24.4,Sunday
40,Kimani Vidal,RB,LAC,MIN,15.2,13.6,14.7,11.8,13.2,14.6,26.9,24.9,Thursday
41,Mac Jones,QB,SF,@HOU,15.2,15.0,16.3,13.8,13.8,13.8,24.3,24.3,Main
42,Darnell Mooney,WR,ATL,MIA,15.1,12.6,14.4,9.6,12.0,14.4,28.4,24.7,Main
43,Jaylen Waddle,WR,MIA,@ATL,14.7,12.1,14.1,9.0,11.5,14.1,27.0,23.2,Main
44,Alvin Kamara,RB,NO,TB,14.7,12.6,14.5,10.4,12.4,14.4,25.8,23.0,Main
45,George Pickens,WR,DAL,@DEN,14.6,12.4,14.1,9.6,11.8,14.0,27.5,24.1,Main
46,Tyler Warren,TE,IND,TEN,14.5,11.9,16.6,9.0,11.5,14.1,26.6,22.7,Main
47,Stefon Diggs,WR,NE,CLE,14.4,11.7,13.9,8.5,11.2,13.9,26.6,22.6,Main
48,Quinshon Judkins,RB,CLE,@NE,14.3,13.4,13.5,11.9,12.6,13.4,25.8,24.7,Main
49,Courtland Sutton,WR,DEN,DAL,14.3,12.1,13.8,9.3,11.6,13.8,27.4,24.0,Main
50,Ladd McConkey,WR,LAC,MIN,14.1,11.4,13.6,8.3,11.0,13.6,26.2,22.3,Thursday
51,Andy Dalton,QB,CAR,BUF,14.0,13.9,15.0,12.7,12.7,12.7,22.6,22.5,Main
52,Romeo Doubs,WR,GB,@PIT,13.9,11.5,13.4,8.7,11.0,13.4,26.4,22.8,Sunday
53,Dallas Goedert,TE,PHI,NYG,13.7,11.0,16.1,8.0,10.7,13.4,25.0,20.9,Main
54,D'Andre Swift,RB,CHI,@BAL,13.6,12.3,13.3,10.7,12.0,13.2,24.7,22.9,Main
55,Chase Brown,RB,CIN,NYJ,13.6,12.2,13.3,10.6,11.9,13.2,25.1,23.2,Main
56,Tua Tagovailoa,QB,MIA,@ATL,13.6,13.4,14.7,12.3,12.3,12.3,22.1,22.0,Main
57,Cam Skattebo,RB,NYG,@PHI,13.5,12.0,13.2,10.4,11.7,13.1,24.2,22.2,Main
58,Xavier Worthy,WR,KC,WAS,13.4,11.3,13.0,8.9,11.0,13.0,25.7,22.5,Monday
59,Tee Higgins,WR,CIN,NYJ,13.2,11.1,12.9,8.6,10.7,12.8,25.2,21.9,Main
60,Keenan Allen,WR,LAC,MIN,13.2,10.6,12.9,7.8,10.3,12.9,24.7,21.0,Thursday
61,Quentin Johnston,WR,LAC,MIN,13.1,10.9,12.7,8.3,10.5,12.7,25.0,21.7,Thursday
62,Jordan Addison,WR,MIN,@LAC,13.1,10.8,12.6,8.1,10.4,12.6,24.9,21.5,Thursday
63,Cameron Ward,QB,TEN,@IND,13.1,12.8,14.1,11.6,11.6,11.6,21.4,21.2,Main
64,Tetairoa McMillan,WR,CAR,BUF,13.0,10.7,12.5,8.1,10.3,12.5,24.6,21.2,Main
65,JK Dobbins,RB,DEN,DAL,13.0,12.5,12.3,11.4,11.8,12.2,25.0,24.4,Main
66,Rome Odunze,WR,CHI,@BAL,12.8,10.7,12.4,8.3,10.3,12.3,24.8,21.6,Main
67,Michael Pittman,WR,IND,TEN,12.8,10.3,12.5,7.6,10.0,12.4,24.5,20.9,Main
68,Isiah Pacheco,RB,KC,WAS,12.8,11.8,12.5,10.6,11.5,12.4,24.9,23.6,Monday
69,Tucker Kraft,TE,GB,@PIT,12.7,10.4,14.6,7.8,10.1,12.3,23.7,20.2,Sunday
70,George Kittle,TE,SF,@HOU,12.7,10.4,14.6,7.8,10.0,12.3,23.6,20.1,Main
71,DK Metcalf,WR,PIT,GB,12.6,10.6,12.2,8.1,10.1,12.2,24.5,21.4,Sunday
72,Dillon Gabriel,QB,CLE,@NE,12.5,12.3,13.5,11.2,11.2,11.2,20.1,20.1,Main
73,Rashid Shaheed,WR,NO,TB,12.5,10.3,12.1,7.7,9.9,12.0,23.6,20.4,Main
74,Rico Dowdle,RB,CAR,BUF,12.4,11.3,12.1,9.9,10.9,12.0,23.0,21.5,Main
75,Wan'Dale Robinson,WR,NYG,@PHI,12.4,9.9,12.0,7.0,9.5,12.0,23.1,19.4,Main
76,Jordan Mason,RB,MIN,@LAC,12.0,11.2,11.6,10.0,10.7,11.5,22.8,21.6,Thursday
77,Dalton Schultz,TE,HOU,SF,11.9,9.5,14.2,6.9,9.3,11.7,21.7,18.1,Main
78,Kyle Pitts,TE,ATL,MIA,11.8,9.5,13.8,6.9,9.2,11.5,22.1,18.5,Main
79,Zay Flowers,WR,BAL,CHI,11.8,9.5,11.5,7.0,9.2,11.5,22.3,18.9,Main
80,Khalil Shakir,WR,BUF,@CAR,11.8,9.4,11.5,6.8,9.2,11.5,22.4,18.9,Main
81,Deebo Samuel,WR,WAS,@KC,11.8,9.4,11.6,6.9,9.2,11.5,21.4,17.9,Monday
82,Keon Coleman,WR,BUF,@CAR,11.7,9.8,11.3,7.6,9.5,11.3,23.4,20.5,Main
83,Rhamondre Stevenson,RB,NE,CLE,11.7,10.6,11.5,9.4,10.4,11.4,22.2,20.7,Main
84,Tez Johnson,WR,TB,@NO,11.5,9.6,11.2,7.5,9.3,11.1,23.2,20.3,Main
85,Jacory Croskey-Merritt,RB,WAS,@KC,11.4,10.7,11.1,9.6,10.3,11.0,22.2,21.1,Monday
86,Woody Marks,RB,HOU,SF,11.3,9.8,11.2,8.3,9.8,11.2,21.1,18.9,Main
87,Tony Pollard,RB,TEN,@IND,11.3,9.8,11.1,8.4,9.7,11.0,20.1,18.2,Main
88,Chuba Hubbard,RB,CAR,BUF,11.0,9.7,10.9,8.4,9.6,10.8,20.6,18.8,Main
89,Jake Ferguson,TE,DAL,@DEN,10.9,8.3,13.4,5.7,8.2,10.8,19.7,15.8,Main
90,Jerry Jeudy,WR,CLE,@NE,10.8,8.8,10.6,6.5,8.5,10.5,20.8,17.7,Main
91,Terry McLaurin,WR,WAS,@KC,10.8,8.9,10.5,6.7,8.6,10.5,21.0,18.0,Monday
92,Jauan Jennings,WR,SF,@HOU,10.3,8.3,10.1,6.0,8.0,10.1,19.9,16.8,Main
93,Cade Otton,TE,TB,@NO,10.3,8.2,12.3,5.9,8.0,10.2,19.5,16.2,Main
94,IND DST,DST,IND,TEN,10.3,10.3,11.2,10.3,10.3,10.3,18.1,18.1,Main
95,Troy Franklin,WR,DEN,DAL,10.1,8.3,9.9,6.3,8.1,9.9,20.4,17.6,Main
96,Josh Downs,WR,IND,TEN,10.0,7.9,9.8,5.7,7.7,9.8,19.8,16.7,Main
97,Oronde Gadsden,TE,LAC,MIN,10.0,8.0,11.8,5.9,7.9,9.8,19.3,16.2,Thursday
98,Mason Taylor,TE,NYJ,@CIN,10.0,7.8,12.0,5.5,7.7,9.8,18.4,15.0,Main
99,Evan Engram,TE,DEN,DAL,9.9,7.8,11.8,5.7,7.7,9.8,18.7,15.6,Main
100,Matthew Golden,WR,GB,@PIT,9.8,8.2,9.6,6.4,8.0,9.5,19.7,17.2,Sunday
101,Elic Ayomanor,WR,TEN,@IND,9.8,8.0,9.5,6.0,7.8,9.5,19.4,16.7,Main
102,Hunter Henry,TE,NE,CLE,9.7,8.0,11.4,6.2,7.9,9.6,19.1,16.4,Main
103,Darius Slayton,WR,NYG,@PHI,9.7,8.1,9.5,6.2,7.9,9.5,19.7,17.1,Main
104,DJ Moore,WR,CHI,@BAL,9.6,7.8,9.5,5.9,7.7,9.5,18.8,16.1,Main
105,Travis Kelce,TE,KC,WAS,9.5,7.7,11.2,5.9,7.6,9.4,18.6,15.8,Monday
106,Sterling Shepard,WR,TB,@NO,9.5,7.7,9.3,5.8,7.6,9.3,19.3,16.6,Main
107,Evan McPherson,K,CIN,NYJ,9.5,9.5,10.2,9.5,9.5,9.5,16.1,16.1,Main
108,Cameron Dicker,K,LAC,MIN,9.5,9.5,10.2,9.5,9.5,9.5,16.1,16.1,Thursday
